title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Immortal",movie,"Crime, Drama, Thriller",2019,tt9048786,6.8,7696,US
"Mermaid in Paris",movie,"Comedy, Fantasy, Romance",2020,tt9209312,5.7,1062,"FR, MC"
"Legacy of Lies",movie,Thriller,2020,tt6834916,5.1,4463,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I Care a Lot",movie,"Comedy, Crime, Drama",2020,tt9893250,6.4,150778,"DK, FI, NO, SE"
"The Little Things",movie,"Crime, Drama, Mystery",2021,tt10016180,6.3,132263,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Lego DC Batman: Family Matters",movie,"Action, Animation, Comedy",2019,tt10327712,6.1,1519,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
France,movie,"Comedy, Drama",2021,tt9714030,5.9,5025,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Home Videos",movie,Documentary,2019,tt10303674,7.4,186,"AD, DK, ES, FI, NO, PT, SE, US"
"Horizon Line",movie,"Adventure, Drama, Horror",2020,tt5498354,4.8,11954,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Wedding at Graceland",movie,Romance,2019,tt9777092,5.9,785,"DK, FI"
"American Traitor: The Trial of Axis Sally",movie,"Drama, History, War",2021,tt7050946,5.7,3422,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Straight Up",movie,"Comedy, Romance",2019,tt8855960,6.9,3405,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Liberty: Mother of Exiles",movie,Documentary,2019,tt10327518,6.6,184,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Lost in the Night",movie,"Drama, Thriller",2023,tt27307501,6.1,916,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"10 Days with Dad",movie,"Comedy, Family",2020,tt10251538,5.4,1295,PT
"To Catch a Killer",movie,"Action, Crime, Drama",2023,tt10275534,6.6,45067,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Voice of Silence",movie,"Drama, Crime",2020,tt10431572,6.5,1948,HK
Mo,movie,Drama,2019,tt10598260,5.8,1046,"MD, RO"
"Let There Be Light",movie,Drama,2019,tt7689186,7.2,517,"CZ, SK"
"Under the Boardwalk",movie,"Adventure, Animation, Comedy",2023,tt10551654,5.9,1001,"HK, ID, MY, PH, SG, TH, TW"
"L.A. Johns",movie,Drama,1997,tt0119489,4.9,345,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"Sonic the Hedgehog 2",movie,"Action, Adventure, Comedy",2022,tt12412888,6.5,93969,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Kalev,movie,Drama,2022,tt21874630,7.2,821,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Bad Guys",movie,"Adventure, Animation, Comedy",2022,tt8115900,6.8,64212,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Petite Maman",movie,"Drama, Fantasy",2021,tt13204490,7.4,18809,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Electrical Life of Louis Wain",movie,"Biography, Drama, History",2021,tt10687506,6.8,21491,"DK, FI, NO, SE"
"Loli paraditska",movie,Comedy,2019,tt10669822,6.4,157,"CZ, SK"
Sun,movie,Drama,2022,tt15429106,6,430,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Halloween Kills",movie,"Action, Drama, Horror",2021,tt10665338,5.5,102353,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Looks That Kill",movie,"Comedy, Drama, Romance",2020,tt8179470,6.3,5659,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Policeman's Lineage",movie,"Action, Crime, Drama",2022,tt16676718,6.1,984,"ID, MY, SG, TH"
Smile,movie,"Horror, Mystery, Thriller",2022,tt15474916,6.5,200866,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Quero-te Tanto!",movie,"Comedy, Romance",2019,tt8413912,4.5,136,PT
"Love and Sunshine",movie,Romance,2019,tt10369978,7.1,1632,"DK, FI"
"Yusuf Hawkins: Storm Over Brooklyn",movie,"Crime, Documentary",2020,tt8594010,7.3,241,US
"Undercover Wedding Crashers",movie,Comedy,2021,tt10290510,5.5,1069,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"Sermon on the Mount",movie,Documentary,2019,tt10461826,6.9,123,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"After We Collided",movie,"Drama, Romance",2020,tt10362466,5.1,40371,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Insidious: The Red Door",movie,"Horror, Mystery, Thriller",2023,tt13405778,5.5,55595,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"Lupin III: The First",movie,"Action, Adventure, Animation",2019,tt10621032,6.9,3931,"AR, BO, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE"
"The Year of the Death of Ricardo Reis",movie,Drama,2020,tt9455436,6,278,PT
"King Richard",movie,"Biography, Drama, Sport",2021,tt9620288,7.5,143195,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
Elvis,movie,"Biography, Drama, Music",2022,tt3704428,7.3,245025,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE"
"The Secrets We Keep",movie,"Drama, Thriller",2020,tt9252488,5.9,7624,"DK, FI, NO, SE, US"
"Her Blue Sky",movie,"Animation, Drama, Family",2019,tt10981202,6.8,1742,"ID, MY, PH, SG, TH"
"Fair Play",movie,,2014,,,,"CZ, SK"
"Meg 2: The Trench",movie,"Action, Adventure, Horror",2023,tt9224104,5,88357,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Marry Me",movie,"Comedy, Music, Romance",2022,tt10223460,6.1,45377,"BA, BG, CZ, HR, HU, MD, ME, MK, RO, RS, SI, SK"
"The Last Duel",movie,"Drama, History, Thriller",2021,tt4244994,7.3,190037,"AD, ES, PT"
Verdict,movie,"Crime, Drama",2019,tt10417642,6.8,637,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"Justice League Dark: Apokolips War",movie,"Action, Adventure, Animation",2020,tt11079148,7.7,27826,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Batman: Death in the Family",movie,"Action, Animation, Crime",2020,tt12794046,5.6,4413,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Superman: Man of Tomorrow",movie,"Animation, Sci-Fi",2020,tt11079116,6.4,9045,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Superman: Red Son",movie,"Action, Animation, Sci-Fi",2020,tt10985510,6.4,17367,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Collective,movie,"Crime, Documentary",2019,tt10706602,8.1,13719,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
Tony,movie,"Biography, Documentary",2019,tt10625172,4.4,166,PT
"Very Ralph",movie,Documentary,2019,tt10701384,6.9,848,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"Bita e a Natureza",movie,,2017,,,,BR
"The Diary of Diana B",movie,"Biography, Drama, History",2019,tt8028150,7.4,1578,"BA, BG, HR, ME, MK, RS, SI"
Tolken,movie,,2002,,,,FR
Old-Timers,movie,"Comedy, Crime, Drama",2019,tt9436632,6.7,250,"CZ, SK"
Adiós,movie,"Drama, Thriller",2019,tt9786512,6.1,2200,"BE, FR, MC"
Schoolgirls,movie,Drama,2020,tt10434142,6.4,2797,"AD, ES"
"Don't Worry Darling",movie,"Drama, Mystery, Thriller",2022,tt10731256,6.3,158294,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PT, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Malignant,movie,"Crime, Horror, Mystery",2021,tt3811906,6.2,114360,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HK, HN, ID, JM, LC, MC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, US, UY, VE"
"Unmasking Jihadi John: Anatomy of a Terrorist",movie,Documentary,2019,tt10349958,7,491,"AG, BB, BS, HN, NI, TT"
"Alternate Endings: Six New Ways to Die in America",movie,Documentary,2019,tt10720098,7.3,310,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"The Legend of Hei",movie,"Action, Adventure, Animation",2019,tt10734928,7.3,2496,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Minte-mã frumos în Centrul Vechi",movie,"Comedy, Romance",2016,tt5455714,5.4,160,"MD, RO"
"My Life as a Comedian",movie,"Biography, Drama",2019,tt8425516,6.4,1315,"DK, FI, NO, SE"
"The Last Vermeer",movie,"Drama, War",2019,tt8337320,6.7,6063,"BA, BE, BG, CZ, FR, HR, HU, MC, MD, ME, MK, PL, RO, RS, SI, SK"
"Women Is Losers",movie,Drama,2021,tt9024096,5.9,428,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Kallang Roar the Movie",movie,Sport,2008,tt2385900,5.6,31,"ID, MY, PH, SG, TH"
"The Innocence",movie,Drama,2019,tt8872580,6.5,772,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Let Them All Talk",movie,"Comedy, Drama",2020,tt10808832,6.1,13399,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, GT, GY, HN, JM, LC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
"The Wedding Unplanner",movie,"Comedy, Romance",2020,tt9519642,5.7,2089,"AD, ES"
"Na bank sie uda",movie,"Comedy, Crime",2019,tt10128920,4.6,391,PL
"National Street",movie,"Comedy, Drama",2019,tt7697060,5.7,345,"CZ, SK"
"Torn Apart: Separated at the Border",movie,Documentary,2019,tt10720334,5.9,56,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"In the Shadow of the Towers: Stuyvesant High on 9/11",movie,"Documentary, Drama, History",2019,tt10720196,6.5,455,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Karel, já a ty",movie,"Comedy, Drama",2019,tt11483842,5.7,117,"CZ, SK"
Dog,movie,"Comedy, Drama",2022,tt11252248,6.5,48527,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Assistant",movie,Drama,2019,tt9000224,6.4,27154,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Urban Crisis and the New Militants: Module 6 - Black Moderates and Black Militants",movie,Documentary,1969,,,,US
"Wild Mountain Thyme",movie,"Comedy, Drama, Romance",2020,tt6842770,5.7,12732,US
"The Contractor",movie,"Action, Drama, Thriller",2022,tt10323676,5.8,31179,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
Queenpins,movie,"Comedy, Crime",2021,tt9054192,6.4,26419,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Samaritan,movie,"Drama, Fantasy, Sci-Fi",2022,tt5500218,5.7,57541,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
"The Vault",movie,"Action, Thriller",2021,tt9742794,6.4,32917,PL
"Out in the Open",movie,"Adventure, Drama, Thriller",2019,tt8406744,6.9,1650,"AD, ES"
"What Happened on September 11",movie,"Documentary, Drama, History",2019,tt10920662,5.8,430,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"If I Were Rich Man",movie,Comedy,2019,tt9010802,5,1614,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"It's Beginning to Look a Lot Like Christmas",movie,"Comedy, Romance",2019,tt10952042,6.1,1224,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Love, Fall & Order",movie,"Comedy, Drama, Romance",2019,tt10887504,6.5,1466,"DK, FI"
Marita,movie,Drama,2017,tt7089738,6.2,478,"MD, RO"
"Knock at the Cabin",movie,"Horror, Mystery, Thriller",2023,tt15679400,6.1,127878,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"House Party",movie,Comedy,2023,tt8005118,4.4,4580,"AD, AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, ES, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
Buzz,movie,Documentary,2019,tt10720210,5.4,923,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Doza shtastie",movie,Drama,2019,tt10249780,7.1,1510,BG
"C'mon C'mon",movie,Drama,2021,tt10986222,7.4,40386,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Unpregnant,movie,"Comedy, Drama",2020,tt10556022,6.5,10277,"AD, DK, ES, FI, NL, NO, PT, SE, US"
"Class Action Park",movie,"Crime, Documentary",2020,tt11015214,7,8342,US
"No Responders Left Behind",movie,"Documentary, History",2021,tt7747318,6.8,53,US
"Madame Web",movie,"Action, Adventure, Sci-Fi",2024,tt11057302,4,93703,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"The Promised Neverland",movie,"Action, Adventure, Drama",2020,tt11027510,5.5,889,"ID, MY, PH, SG, TH"
"The Marksman",movie,"Action, Drama, Thriller",2021,tt6902332,5.7,45140,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, FI, GT, GY, HN, JM, LC, MX, NI, NO, PA, PE, PY, SE, SV, TC, TT, UY, VE"
"Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train",movie,"Action, Adventure, Animation",2020,tt11032374,8.2,79503,"HK, TW"
Pig,movie,"Drama, Mystery",2021,tt11003218,6.9,95247,"DK, FI, NO, SE"
"Seoul Station",movie,Documentary,2013,,,,"ID, MY"
"The Last Voyage of the Demeter",movie,"Fantasy, Horror, Thriller",2023,tt1001520,6.1,58940,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TT, TW, UY, VE"
"Dating Amber",movie,"Comedy, Drama, Romance",2020,tt7886936,7,8118,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"I'll Be Home for Christmas",movie,"Drama, Musical",2019,tt10504966,6.2,1154,"DK, FI, NO, SE"
"O Amor Dá Voltas",movie,"Comedy, Romance",2019,tt6360426,5.4,100,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Toll",movie,"Horror, Thriller",2020,tt9202550,5.3,3297,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Christine,movie,"Family, Short",2016,tt5699200,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Am I OK?",movie,"Comedy, Drama, Romance",2022,tt11225626,6.1,9240,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HK, HN, HR, HU, ID, JM, LC, MC, MD, ME, MK, MX, MY, NI, NL, NO, PA, PE, PH, PL, PT, PY, RO, RS, SE, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
"Saudi Women's Driving School",movie,Documentary,2019,tt10720474,6.6,246,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HK, HN, HR, HU, ID, JM, LC, MD, ME, MK, MX, MY, NI, PA, PE, PH, PL, PT, PY, RO, RS, SG, SI, SK, SV, TC, TH, TT, TW, US, UY, VE"
3Grapes,movie,Comedy,2020,tt10657126,5.2,194,"CZ, SK"
"Asterix & Obelix: The Middle Kingdom",movie,"Adventure, Comedy, Family",2023,tt11210390,5.1,11033,"CZ, SK"
"The Mentor",movie,"Drama, Short, Thriller",2019,tt9777648,7,65,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Twist,movie,"Action, Drama, Thriller",2021,tt10077034,4.2,3165,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Dampyr,movie,"Fantasy, Horror",2022,tt10315050,5.4,2671,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"The Mauritanian",movie,"Biography, Crime, Drama",2021,tt4761112,7.5,65467,"DK, FI, NO, SE"
Autobahn,movie,Documentary,2019,tt11210450,8.1,14,"FR, MC"
"Lindsey Vonn: The Final Season",movie,"Documentary, Sport",2019,tt11136006,7.1,195,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Christmas at Cattle Hill",movie,"Action, Adventure, Animation",2020,tt13437988,5.2,132,"DK, FI, NO, SE"
"They Shot the Piano Player",movie,"Animation, Drama, History",2023,tt11242654,6.6,792,PT
"The Boy",movie,"Drama, Romance",2014,,,,"AD, ES"
Scream,movie,"Horror, Mystery, Thriller",2022,tt11245972,6.3,168590,"DK, FI, NO, SE"
"One Fine Christmas",movie,"Comedy, Drama",2019,tt11090180,6.1,203,US
"The Machine",movie,"Action, Comedy",2023,tt11040844,5.7,16383,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE"
"No Sudden Move",movie,"Crime, Drama, Mystery",2021,tt11525644,6.4,42315,"AD, AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DK, DO, EC, ES, FI, FR, GT, GY, HN, JM, LC, MC, MX, NI, NL, NO, PA, PE, PT, PY, SE, SV, TC, TT, US, UY, VE"
Renfield,movie,"Action, Comedy, Fantasy",2023,tt11358390,6.4,104601,"AG, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"The Invisible",movie,"Comedy, Drama",2020,tt9563096,6.4,547,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE"
"Carole's Christmas",movie,"Comedy, Drama",2019,tt11090204,5.3,187,US
Wildlings,movie,"Action, Comedy, Romance",2019,tt9318730,5.5,945,"BA, BG, HR, ME, MK, RS, SI"
"One for All",movie,Drama,2020,tt9717498,6.3,783,"AD, ES"
Pixie,movie,"Comedy, Crime, Thriller",2020,tt10831086,5.9,5703,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Our Children",movie,Drama,2019,tt9090636,6.6,91,PT
"Baking Christmas",movie,"Comedy, Drama, Romance",2019,tt11090230,6,200,US
"The Wedding Cottage",movie,"Comedy, Drama, Romance",2023,tt27010338,7.1,1389,"DK, FI, NO, SE"
Oppenheimer,movie,"Biography, Drama, History",2023,tt15398776,8.3,825003,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HK, HN, ID, JM, LC, MX, MY, NI, PA, PE, PH, PY, SG, SV, TC, TH, TT, TW, UY, VE"
"Dumb Money",movie,"Biography, Comedy, Drama",2023,tt13957560,6.9,52856,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE"
"The Sweet East",movie,Drama,2023,tt27546190,6.4,3017,"BA, BG, CZ, HR, HU, MD, ME, MK, PL, RO, RS, SI, SK"
Nightsiren,movie,"Drama, Horror, Mystery",2022,tt10334222,6,940,"CZ, SK"
"IT - A COISA - VERSÃO BRASILEIRA",movie,"Horror, Comedy",2017,,,,"AD, AR, BO, BR, BZ, CL, CO, CR, DO, EC, ES, GT, JM, LC, MX, NL, PA, PE, PT, PY, SV, TC, US, UY, VE"
"Gigi & Nate",movie,"Drama, Family",2022,tt10341196,6.7,2111,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
"Singing in My Sleep",movie,"Drama, Music",2024,tt16341624,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE"
Aftersun,movie,Drama,2022,tt19770238,7.6,106181,"CZ, DK, FI, HU, NO, SE, SK"
"Little Red Riding Hood",movie,"Drama, Documentary",2009,,,,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, UY, VE"
Foreigner,movie,"Adventure, Drama, Short",2018,tt7766964,5.9,84,"AG, BB, BS, HN, NI, TT"
